,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
2389,1400000US42003270800,"Census Tract 2708, Allegheny County, Pennsylvania",51,0,0,0,0,6,0,0,0,26,0,42,81,0,0,0,0,0,0,0,0,12,20,32,17,148,0,0,25,54,0,0,0,0,0,20,0,49,130,31.2,52.8,140,354,
317,1400000US42003271500,"Census Tract 2715, Allegheny County, Pennsylvania",56,11,13,0,58,61,37,11,63,23,12,0,264,0,9,0,81,11,121,34,0,0,0,8,0,288,56,20,45,21,33,38,0,41,34,0,0,0,363,495.6,18.4,20,897,
52,1400000US42003281400,"Census Tract 2814, Allegheny County, Pennsylvania",102,10,109,38,0,0,24,0,13,8,0,11,208,73,15,36,4,0,0,12,14,27,18,4,5,254,47,94,36,0,0,0,10,14,17,30,0,6,564,142.2,44.8,26,777,
255,1400000US42003281500,"Census Tract 2815, Allegheny County, Pennsylvania",0,0,0,13,11,11,0,0,17,6,16,40,84,4,0,0,7,11,0,0,0,35,6,0,21,60,4,0,0,6,6,0,0,0,37,7,0,0,48,117.8,15.2,77,258,
318,1400000US42003290100,"Census Tract 2901, Allegheny County, Pennsylvania",20,0,1,76,0,13,0,7,12,10,16,13,202,26,14,1,22,79,0,14,0,41,5,0,0,161,8,34,2,0,39,18,0,0,33,14,13,0,263,202.8,23.2,42,531,
2912,1400000US42003290200,"Census Tract 2902, Allegheny County, Pennsylvania",30,0,17,0,44,9,38,8,0,8,0,25,443,16,110,24,45,23,15,0,56,64,63,18,9,356,17,37,63,0,31,30,0,15,73,7,5,78,408,372.6,62.4,135,978,
319,1400000US42003290400,"Census Tract 2904, Allegheny County, Pennsylvania",62,0,0,0,0,0,11,83,119,0,8,12,349,0,51,82,0,0,18,0,83,95,12,8,0,338,9,24,96,21,0,9,0,43,61,13,29,33,345,527,20,90,982,
320,1400000US42003300100,"Census Tract 3001, Allegheny County, Pennsylvania",33,83,31,0,139,0,0,0,39,0,0,0,304,73,44,31,0,66,7,21,0,22,30,0,10,429,162,45,62,0,0,8,0,0,67,62,0,23,666.5,284.9,73.6,33,1058,
2093,1400000US42003030500,"Census Tract 305, Allegheny County, Pennsylvania",75,0,0,0,40,0,26,0,20,14,0,0,100,43,9,0,0,0,0,15,0,33,0,0,0,134,44,0,35,0,14,22,13,0,6,0,0,0,233,164.8,11.2,0,409,
257,1400000US42003310200,"Census Tract 3102, Allegheny County, Pennsylvania",11,0,0,30,22,93,0,28,11,30,33,14,175,0,0,0,0,0,62,0,0,36,38,12,27,222,22,0,0,0,0,16,0,0,56,66,12,50,74,339.8,107.2,148,669,
430,1400000US42003310300,"Census Tract 3103, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,45,0,0,11,79,0,0,0,0,0,0,0,0,27,6,11,35,62,0,0,0,0,0,0,0,0,0,6,4,52,0,74.4,9.6,113,197,
1855,1400000US42003320400,"Census Tract 3204, Allegheny County, Pennsylvania",22,0,0,0,0,0,0,27,25,0,6,0,136,23,5,60,0,7,0,1,12,7,16,5,0,145,1,5,31,7,13,0,2,26,41,8,11,0,164,155.8,19.2,22,361,
407,1400000US42003320600,"Census Tract 3206, Allegheny County, Pennsylvania",0,0,0,10,0,9,0,0,37,27,5,37,109,5,0,7,0,0,19,0,0,67,0,8,3,145,26,12,0,5,0,14,7,13,24,28,11,5,65,201,44,69,379,
53,1400000US42003320700,"Census Tract 3207, Allegheny County, Pennsylvania",0,46,0,4,0,0,0,6,0,12,9,29,137,17,0,0,0,62,0,0,10,0,34,9,5,97,0,0,0,15,41,0,0,19,6,16,0,0,133.5,104.9,49.6,52,340,
258,1400000US42003401100,"Census Tract 4011, Allegheny County, Pennsylvania",57,0,0,0,21,0,0,19,0,125,39,18,303,0,0,0,44,16,0,22,0,39,64,38,80,413,20,0,0,22,38,0,21,0,213,26,35,38,180.5,394.5,172,248,995,
321,1400000US42003401200,"Census Tract 4012, Allegheny County, Pennsylvania",0,0,0,0,32,18,0,0,22,0,12,0,322,136,0,0,85,0,0,33,48,14,6,0,0,279,119,10,11,20,0,25,52,0,24,6,12,0,397,254.4,9.6,24,685,
322,1400000US42003401300,"Census Tract 4013, Allegheny County, Pennsylvania",0,0,0,0,11,0,0,0,28,84,36,12,195,0,0,0,32,0,0,0,0,53,49,10,51,115,0,0,27,0,0,0,0,0,8,8,7,65,64.5,122.7,112.8,181,481,
83,1400000US42003040200,"Census Tract 402, Allegheny County, Pennsylvania",20,11,0,0,0,0,0,0,0,0,16,0,31,0,23,0,8,0,0,0,0,0,0,0,0,27,0,0,0,5,0,15,0,0,7,0,0,0,67,22,0,16,105,
427,1400000US42003402000,"Census Tract 4020, Allegheny County, Pennsylvania",36,17,15,0,28,15,28,0,0,21,0,103,207,0,11,12,0,0,18,14,9,43,52,0,48,196,29,15,12,0,23,9,0,9,32,45,0,22,172.5,226.1,94.4,173,666,
2061,1400000US42003403500,"Census Tract 4035, Allegheny County, Pennsylvania",30,137,29,0,12,53,0,68,18,107,0,25,260,0,112,72,0,12,39,0,14,0,11,0,0,250,12,14,0,24,66,16,0,11,8,40,23,36,475,303.6,126.4,84,989,
2064,1400000US42003040400,"Census Tract 404, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,
2969,1400000US42003404000,"Census Tract 4040, Allegheny County, Pennsylvania",4,3,0,0,9,0,0,22,14,19,2,8,158,16,25,0,4,3,4,0,0,46,51,9,0,38,0,2,0,4,0,4,0,0,0,19,9,0,64,113.8,71.2,28,277,
48,1400000US42003040500,"Census Tract 405, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,1400000US42003405000,"Census Tract 4050, Allegheny County, Pennsylvania",4,7,3,0,0,0,0,0,0,33,7,0,60,0,7,3,0,0,0,0,0,19,3,2,26,69,8,0,0,0,0,0,0,0,8,17,14,22,32,37.6,42.4,71,183,
84,1400000US42003040600,"Census Tract 406, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,31,0,0,0,0,0,22,0,0,0,0,9,0,0,22,0,15,37,
408,1400000US42003406000,"Census Tract 4060, Allegheny County, Pennsylvania",3,0,0,6,6,0,0,18,25,16,12,10,109,3,0,0,6,0,6,0,24,37,0,9,24,145,0,0,0,0,0,0,0,12,31,21,61,20,21,163.4,29.6,136,350,
2062,1400000US42003407001,"Census Tract 4070.01, Allegheny County, Pennsylvania",0,0,0,30,49,0,0,17,18,15,22,134,314,0,0,0,0,65,16,0,50,35,48,14,86,388,68,0,0,0,108,29,0,0,0,61,70,52,209,300.8,99.2,378,987,
1856,1400000US42003407002,"Census Tract 4070.02, Allegheny County, Pennsylvania",0,0,21,0,0,32,0,0,42,122,83,32,344,0,14,0,0,0,51,0,0,83,83,74,39,476,0,14,29,0,0,15,0,0,72,144,27,175,78,364.8,279.2,430,1152,
409,1400000US42003408001,"Census Tract 4080.01, Allegheny County, Pennsylvania",0,0,0,18,0,0,0,0,91,75,106,159,540,50,0,0,18,0,0,0,0,75,45,39,313,464,25,0,0,0,0,0,0,0,35,49,58,297,111,234.8,135.2,972,1453,
410,1400000US42003408002,"Census Tract 4080.02, Allegheny County, Pennsylvania",0,0,26,0,0,0,0,0,0,24,163,260,467,0,0,28,0,28,0,0,0,27,62,69,253,567,0,0,0,0,0,17,0,0,23,55,44,428,68,109.2,112.8,1217,1507,
2072,1400000US42003040900,"Census Tract 409, Allegheny County, Pennsylvania",55,0,11,0,0,0,0,0,11,0,7,0,49,0,19,0,0,0,0,0,11,12,0,0,7,130,59,0,0,0,0,0,0,24,0,6,40,1,144,59.2,4.8,55,263,
2063,1400000US42003409000,"Census Tract 4090, Allegheny County, Pennsylvania",54,0,0,0,0,0,30,0,93,59,84,749,1220,32,0,0,0,0,0,15,27,77,153,254,662,1375,43,0,0,0,0,0,0,27,37,119,97,1052,129,372.2,264.8,2898,3664,
2390,1400000US42003410000,"Census Tract 4100, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,11,17,0,52,67,0,0,0,0,0,0,0,0,5,13,11,38,98,0,0,0,0,0,3,4,0,0,17,30,44,0,32.4,37.6,175,245,
1857,1400000US42003411000,"Census Tract 4110, Allegheny County, Pennsylvania",16,0,0,0,0,0,0,0,105,13,53,319,1062,31,0,0,0,0,0,0,33,25,161,190,622,940,85,0,0,0,50,0,0,75,112,93,106,419,157,428.4,213.6,1709,2508,
55,1400000US42003412001,"Census Tract 4120.01, Allegheny County, Pennsylvania",55,0,0,0,0,0,0,0,89,44,82,425,1056,0,0,13,0,0,0,0,0,138,142,60,703,757,32,0,13,0,0,0,0,0,105,29,49,529,113,375,172,1848,2508,
2620,1400000US42003412002,"Census Tract 4120.02, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,50,201,476,0,0,0,0,0,0,0,0,9,0,21,446,699,0,0,0,0,0,0,0,9,26,81,78,505,0,60.2,64.8,1301,1426,
403,1400000US42003413100,"Census Tract 4131, Allegheny County, Pennsylvania",16,0,25,0,0,0,0,0,0,55,37,259,401,0,0,44,0,0,0,0,0,0,91,0,266,686,68,22,24,0,0,0,0,0,89,120,28,335,199,142.2,212.8,925,1479,
2964,1400000US42003413201,"Census Tract 4132.01, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,3,58,35,169,154,0,0,0,0,0,0,0,0,23,32,0,99,289,0,7,0,0,0,0,0,0,44,64,42,132,7,100.8,123.2,477,708,
259,1400000US42003413202,"Census Tract 4132.02, Allegheny County, Pennsylvania",0,0,0,0,0,27,0,0,54,26,53,63,252,0,0,0,0,0,34,0,0,34,59,46,79,182,0,0,0,16,0,0,0,0,16,19,36,95,16,185.8,83.2,372,657,
840,1400000US42003413300,"Census Tract 4133, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,16,113,21,135,175,0,16,0,0,0,0,0,0,6,15,30,108,343,0,0,0,39,0,0,0,0,59,38,53,154,55,114.2,132.8,501,803,
2391,1400000US42003413400,"Census Tract 4134, Allegheny County, Pennsylvania",5,0,0,0,0,34,0,0,54,49,22,121,332,5,0,0,0,48,0,8,0,55,17,20,179,495,13,0,0,8,0,18,18,0,86,23,121,208,55,314.8,71.2,671,1112,
2621,1400000US42003413500,"Census Tract 4135, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,19,29,91,216,268,0,0,0,35,0,0,17,0,38,53,52,73,374,21,0,0,34,0,24,18,0,97,26,83,71,90,234.6,86.4,586,997,
1,1400000US42003414101,"Census Tract 4141.01, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,58,52,10,193,480,0,0,0,0,0,38,0,0,57,63,49,273,426,0,0,0,16,0,12,0,0,56,69,26,247,16,257.8,147.2,798,1219,
323,1400000US42003414102,"Census Tract 4141.02, Allegheny County, Pennsylvania",0,0,0,39,12,0,0,0,79,54,47,258,483,0,0,0,37,0,0,0,0,45,74,15,312,693,0,0,0,58,36,48,0,0,40,30,13,468,158,267.6,126.4,1113,1665,
256,1400000US42003414200,"Census Tract 4142, Allegheny County, Pennsylvania",40,0,0,0,0,0,0,0,116,55,22,97,402,38,18,0,17,0,0,0,0,41,84,74,130,505,33,0,0,14,26,0,0,0,118,68,104,142,173,329.4,165.6,569,1237,
841,1400000US42003415001,"Census Tract 4150.01, Allegheny County, Pennsylvania",24,0,0,0,0,0,0,9,61,30,24,163,463,0,0,8,0,0,0,13,16,81,50,44,251,379,0,0,0,0,0,20,0,0,77,52,37,193,32,303.4,105.6,712,1153,
324,1400000US42003415002,"Census Tract 4150.02, Allegheny County, Pennsylvania",0,7,10,0,0,0,0,0,18,58,8,73,184,0,16,0,0,0,0,0,0,7,20,34,107,193,0,0,0,0,0,0,0,0,20,54,33,86,33,71.4,105.6,341,551,
1972,1400000US42003416000,"Census Tract 4160, Allegheny County, Pennsylvania",0,0,0,4,0,6,0,0,0,5,0,16,61,0,0,11,4,0,3,0,20,7,5,11,0,59,0,0,17,4,0,3,0,0,10,20,0,5,40,55,24,32,151,
2623,1400000US42003417100,"Census Tract 4171, Allegheny County, Pennsylvania",25,9,4,7,0,10,0,0,64,40,29,19,68,19,0,0,0,0,10,0,0,6,28,0,5,79,17,0,0,3,0,10,0,0,34,0,0,15,84,147.6,54.4,68,354,
2392,1400000US42003417200,"Census Tract 4172, Allegheny County, Pennsylvania",16,0,0,0,11,0,0,7,0,7,27,7,73,8,0,0,0,0,0,0,21,0,19,25,0,80,15,0,0,0,17,0,0,0,17,12,5,14,53,66.6,30.4,78,228,
325,1400000US42003418000,"Census Tract 4180, Allegheny County, Pennsylvania",0,0,7,0,0,0,8,0,18,16,0,9,87,2,0,0,0,0,0,0,0,44,24,0,17,100,0,0,7,0,0,0,0,0,5,13,35,40,16,85.6,42.4,101,245,
2919,1400000US42003419000,"Census Tract 4190, Allegheny County, Pennsylvania",0,17,32,0,20,2,0,0,25,27,57,33,84,0,7,7,0,20,2,0,0,14,11,0,23,86,0,14,7,0,9,0,0,0,2,16,29,9,108.5,80.3,43.2,151,383,
2639,1400000US42003420000,"Census Tract 4200, Allegheny County, Pennsylvania",19,0,0,45,0,15,0,0,23,0,0,0,141,23,35,0,32,0,13,13,0,16,9,0,0,43,11,5,0,2,0,0,0,0,0,8,0,17,172,83.4,13.6,17,286,
1976,1400000US42003421100,"Census Tract 4211, Allegheny County, Pennsylvania",0,0,5,50,0,6,0,0,0,30,91,68,390,0,0,0,36,18,0,0,0,0,34,149,153,379,0,0,0,38,26,0,55,0,20,10,42,188,151,117.8,59.2,691,1019,
2393,1400000US42003421200,"Census Tract 4212, Allegheny County, Pennsylvania",0,31,0,0,0,12,0,0,42,43,18,41,323,0,30,0,0,0,31,9,0,42,121,45,45,334,0,0,0,12,22,0,0,0,30,69,66,135,84,223.6,186.4,350,844,
428,1400000US42003422000,"Census Tract 4220, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,0,34,47,125,543,0,0,0,17,0,20,0,0,24,85,44,353,836,0,11,0,35,0,0,0,0,46,165,81,498,63,146.8,227.2,1148,1585,
326,1400000US42003423000,"Census Tract 4230, Allegheny County, Pennsylvania",9,0,0,0,0,0,0,0,18,11,0,160,221,19,0,0,0,42,0,6,0,50,32,27,45,190,11,0,0,0,21,0,0,0,10,10,46,92,70.5,126.1,42.4,370,609,
2970,1400000US42003424000,"Census Tract 4240, Allegheny County, Pennsylvania",12,0,0,31,20,51,10,9,22,10,0,9,125,0,0,16,0,0,32,10,17,50,0,0,0,187,0,0,57,24,0,11,10,0,51,16,8,10,150,288.2,20.8,27,486,
327,1400000US42003425000,"Census Tract 4250, Allegheny County, Pennsylvania",0,29,10,37,24,12,0,0,77,26,0,0,278,0,0,9,37,122,0,3,0,47,9,10,41,147,0,0,0,19,10,7,0,0,25,69,0,17,219,269.8,83.2,68,640,
1858,1400000US42003426300,"Census Tract 4263, Allegheny County, Pennsylvania",0,0,0,0,0,54,0,0,125,121,150,89,261,0,0,0,0,19,21,0,0,42,99,0,80,352,0,0,0,0,18,13,0,0,39,45,0,237,18.5,365.5,212,556,1152,
328,1400000US42003426400,"Census Tract 4264, Allegheny County, Pennsylvania",0,0,0,0,0,10,0,0,0,48,49,50,166,0,0,0,0,0,19,0,0,27,83,0,37,173,0,0,0,0,0,10,0,0,47,27,39,50,0,144.6,126.4,225,496,
2394,1400000US42003426700,"Census Tract 4267, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,12,32,20,75,87,0,0,0,0,6,0,0,0,39,31,0,11,87,0,0,0,0,0,0,0,14,0,44,15,14,3,89.4,85.6,135,313,
2395,1400000US42003426800,"Census Tract 4268, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,73,78,115,215,248,0,0,0,0,0,0,0,0,92,18,20,118,412,0,0,0,0,0,0,0,0,81,17,0,314,0,268.6,90.4,782,1141,
260,1400000US42003427000,"Census Tract 4270, Allegheny County, Pennsylvania",26,8,0,10,8,11,0,0,39,6,0,12,287,112,8,0,19,0,10,0,53,75,10,0,0,259,132,9,0,0,23,15,0,44,20,9,0,7,339.5,287.5,20,19,666,
2548,1400000US42003427100,"Census Tract 4271, Allegheny County, Pennsylvania",0,0,0,0,0,0,55,0,47,54,100,72,204,15,17,0,32,0,0,0,0,14,18,18,90,442,15,0,20,0,0,0,0,0,0,72,122,213,99,144.8,115.2,615,974,
1358,1400000US42003427200,"Census Tract 4272, Allegheny County, Pennsylvania",17,0,0,0,0,0,0,0,0,31,44,108,448,101,0,0,0,0,36,0,0,77,124,46,64,119,0,13,0,0,0,14,0,0,33,0,59,0,131,191,124,321,767,
329,1400000US42003428100,"Census Tract 4281, Allegheny County, Pennsylvania",0,6,0,0,0,0,20,6,0,0,0,0,57,0,0,0,0,0,0,10,30,0,10,0,7,63,17,0,0,0,0,0,0,15,16,7,0,8,23,100.4,13.6,15,152,
1359,1400000US42003428200,"Census Tract 4282, Allegheny County, Pennsylvania",0,0,0,15,0,0,0,0,51,9,36,0,159,0,0,0,36,0,0,14,0,57,12,33,7,79,0,0,0,0,0,0,0,0,51,8,20,0,51,178.8,23.2,96,349,
330,1400000US42003429100,"Census Tract 4291, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,0,12,0,92,234,0,0,0,14,0,0,0,0,66,19,49,86,179,0,0,0,0,20,0,0,0,22,25,79,33,24,109.2,44.8,339,517,
1360,1400000US42003429201,"Census Tract 4292.01, Allegheny County, Pennsylvania",24,0,0,0,0,0,0,0,84,68,53,133,268,0,0,0,0,10,14,0,0,13,37,54,140,184,0,0,0,0,0,0,0,0,0,4,22,158,29,137.8,87.2,560,814,
331,1400000US42003429202,"Census Tract 4292.02, Allegheny County, Pennsylvania",0,0,9,0,0,9,0,17,50,21,58,51,475,0,0,10,0,0,0,0,26,62,68,88,221,206,0,0,9,0,0,0,0,0,41,24,0,132,28,227.6,90.4,550,896,
2549,1400000US42003429300,"Census Tract 4293, Allegheny County, Pennsylvania",0,112,0,0,0,0,0,0,17,151,89,122,232,0,0,0,0,0,0,0,0,64,70,35,63,174,0,0,0,21,30,0,0,0,19,0,34,70,148,159.2,176.8,413,897,
1977,1400000US42003429400,"Census Tract 4294, Allegheny County, Pennsylvania",0,0,0,10,0,64,18,9,53,27,29,67,378,0,11,0,11,0,93,14,9,83,24,81,52,254,0,10,0,10,0,0,26,0,15,33,48,112,52,400.8,67.2,389,909,
2972,1400000US42003429500,"Census Tract 4295, Allegheny County, Pennsylvania",0,0,0,0,51,0,0,0,17,38,14,24,149,0,0,0,0,25,41,0,33,17,33,0,0,81,0,0,0,0,31,0,0,11,17,9,0,13,53.5,205.5,64,51,374,
838,1400000US42003429600,"Census Tract 4296, Allegheny County, Pennsylvania",0,0,0,0,24,0,0,0,20,42,107,49,198,0,0,0,0,20,0,0,0,68,17,53,40,71,12,0,0,9,17,0,0,0,0,0,0,33,51.5,130.3,47.2,282,511,
2907,1400000US42003429700,"Census Tract 4297, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,47,17,0,9,96,0,0,0,0,0,0,0,0,31,0,29,36,184,0,0,0,9,26,0,0,0,0,49,39,61,22,104.2,52.8,174,353,
1361,1400000US42003430100,"Census Tract 4301, Allegheny County, Pennsylvania",7,0,37,0,0,0,0,11,18,19,41,29,128,6,0,0,6,0,20,0,8,21,10,28,29,94,0,0,0,0,0,8,0,19,24,6,4,33,56,136,28,164,384,
1978,1400000US42003430200,"Census Tract 4302, Allegheny County, Pennsylvania",0,10,0,0,30,101,61,0,18,108,0,71,270,0,29,0,0,41,23,0,0,28,51,31,67,245,0,9,0,0,24,0,0,0,111,15,42,44,95.5,424.3,139.2,255,914,
1362,1400000US42003431100,"Census Tract 4311, Allegheny County, Pennsylvania",7,30,0,12,0,33,0,0,23,48,14,31,123,0,53,0,12,0,6,0,7,13,0,6,26,100,0,0,0,0,0,4,0,0,34,17,16,29,114,133,52,122,421,
261,1400000US42003431400,"Census Tract 4314, Allegheny County, Pennsylvania",3,0,0,8,13,0,0,0,19,0,0,31,123,0,0,0,0,10,0,0,0,27,50,0,36,54,0,0,0,0,0,0,0,0,39,10,0,5,22.5,108.5,48,72,251,
332,1400000US42003431500,"Census Tract 4315, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,36,0,34,10,160,0,0,12,0,73,0,0,0,39,13,12,11,46,0,0,12,0,11,0,0,0,23,0,0,0,66,142.6,10.4,67,286,
2070,1400000US42003432300,"Census Tract 4323, Allegheny County, Pennsylvania",0,0,0,11,21,0,0,0,0,0,14,35,57,0,57,0,0,0,0,0,0,0,0,0,0,123,0,0,0,48,0,0,0,0,0,0,27,48,126.5,10.5,0,124,261,
2550,1400000US42003432400,"Census Tract 4324, Allegheny County, Pennsylvania",0,0,0,42,0,0,0,0,0,45,73,29,116,0,0,0,11,0,0,0,0,63,31,0,11,118,0,0,0,0,0,0,0,0,22,60,26,10,53,112.2,108.8,149,423,
2551,1400000US42003434000,"Census Tract 4340, Allegheny County, Pennsylvania",0,0,0,11,0,0,0,8,17,20,32,54,143,0,0,0,7,10,0,0,0,11,34,32,49,176,8,3,0,4,4,0,0,0,10,28,14,105,40,69.4,65.6,286,461,
262,1400000US42003435000,"Census Tract 4350, Allegheny County, Pennsylvania",10,0,11,0,23,6,0,0,29,5,24,20,112,0,0,0,8,7,0,8,0,39,7,0,43,139,0,0,0,0,0,0,8,10,36,32,33,20,44,159.8,35.2,140,379,
263,1400000US42003437000,"Census Tract 4370, Allegheny County, Pennsylvania",0,0,0,28,13,0,0,0,55,95,85,269,795,0,0,0,14,0,27,0,0,59,150,128,417,287,0,27,19,0,0,0,0,0,0,51,25,165,94.5,206.7,236.8,1089,1627,
1364,1400000US42003439000,"Census Tract 4390, Allegheny County, Pennsylvania",4,0,0,0,0,0,0,0,0,8,16,49,107,10,0,0,0,3,0,0,0,3,3,12,76,165,0,0,0,8,3,7,0,0,13,12,24,98,25,30.6,18.4,275,349,
374,1400000US42003445500,"Census Tract 4455, Allegheny County, Pennsylvania",0,0,0,0,9,0,0,0,18,57,10,179,325,0,0,6,0,0,11,0,0,38,66,10,194,345,5,0,26,0,0,0,0,0,74,24,42,174,41.5,174.9,117.6,609,943,
2973,1400000US42003446000,"Census Tract 4460, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,0,11,0,66,177,11,0,0,0,0,0,0,0,0,19,9,138,211,14,0,0,0,0,0,0,3,16,0,12,166,25,25,24,391,465,
375,1400000US42003447000,"Census Tract 4470, Allegheny County, Pennsylvania",0,0,0,0,6,0,0,0,12,21,6,71,88,0,0,0,0,15,2,0,0,32,12,3,24,173,3,15,0,0,3,3,6,7,23,25,14,74,30,108.6,46.4,192,377,
2458,1400000US42003448000,"Census Tract 4480, Allegheny County, Pennsylvania",4,0,24,0,20,0,0,0,30,2,5,0,101,6,0,26,0,19,0,0,0,16,25,0,9,105,16,0,51,0,4,0,0,0,7,7,5,15,148.5,81.3,27.2,34,291,
2459,1400000US42003449000,"Census Tract 4490, Allegheny County, Pennsylvania",5,0,0,0,4,0,0,0,31,73,28,16,182,11,0,0,6,6,17,15,0,51,25,22,29,248,15,0,0,0,18,29,9,10,14,34,59,60,51,216.4,105.6,214,587,
2552,1400000US42003450700,"Census Tract 4507, Allegheny County, Pennsylvania",22,0,9,9,91,30,0,0,23,21,0,0,167,0,0,18,8,8,14,0,0,38,41,9,31,153,0,0,0,9,34,22,0,0,36,10,7,35,141.5,243.9,57.6,82,525,
333,1400000US42003450800,"Census Tract 4508, Allegheny County, Pennsylvania",26,0,0,0,19,8,0,0,14,0,28,0,228,81,0,0,14,30,61,0,0,42,0,0,0,237,90,0,0,0,24,37,25,0,29,11,21,0,247.5,254.7,8.8,49,560,
2071,1400000US42003451101,"Census Tract 4511.01, Allegheny County, Pennsylvania",11,9,0,0,0,0,0,0,0,56,6,50,278,11,10,0,0,0,0,11,19,12,146,0,69,332,11,0,21,20,8,0,0,0,24,53,33,162,97,121,204,320,742,
30,1400000US42003451102,"Census Tract 4511.02, Allegheny County, Pennsylvania",0,0,0,0,0,17,0,35,12,23,92,130,198,12,0,0,0,0,35,0,0,30,0,0,121,235,0,0,10,0,0,27,0,0,15,50,50,83,22,185.6,58.4,476,742,
2834,1400000US42003451104,"Census Tract 4511.04, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,9,120,124,127,266,0,0,0,0,0,0,0,0,10,36,35,185,327,0,0,0,0,0,0,0,0,23,51,74,179,0,83.4,165.6,724,973,
2835,1400000US42003451105,"Census Tract 4511.05, Allegheny County, Pennsylvania",0,0,0,0,0,0,21,0,19,5,199,173,238,0,0,0,0,0,0,62,0,18,31,47,80,340,20,0,0,0,23,0,64,0,99,22,90,22,31.5,306.1,46.4,611,995,
2460,1400000US42003451300,"Census Tract 4513, Allegheny County, Pennsylvania",0,13,0,46,49,0,0,0,126,61,66,265,483,0,0,0,0,93,0,0,0,148,0,44,198,604,0,19,0,0,0,0,0,0,49,43,136,357,149,414.8,83.2,1066,1713,
2965,1400000US42003452000,"Census Tract 4520, Allegheny County, Pennsylvania",34,0,0,0,0,0,0,34,16,110,33,150,468,12,16,0,25,0,23,0,0,30,122,91,149,492,0,16,0,47,11,43,0,0,75,100,69,131,155.5,292.9,265.6,623,1337,
2836,1400000US42003453003,"Census Tract 4530.03, Allegheny County, Pennsylvania",7,0,0,0,12,0,0,6,19,7,23,12,124,19,0,0,0,0,0,18,0,21,6,26,34,155,14,0,0,0,0,0,17,0,12,23,19,70,46,106.2,28.8,184,365,
