idx,general,pediatric,specialist,hygienist_for_general,hygienist_for_pediatric,Address,ZIP,City,State,Latitude,Longitude,CensusCountyFips,CensusStateFips,County,med_indicator,chip_indicator
186,1,0,0,2,0,"11177 N ORACLE ROAD,APT 3301",85737,ORO VALLEY,AZ,32.4098816,-110.9423847,19,4,Pima County,0,0
187,1,0,0,2,0,11185 E. SPEEDWAY BLVD.,85710,TUCSON,AZ,32.2368158,-110.7533137,19,4,Pima County,0,0
188,1,0,0,2,0,1120 ORO VISTA,85340,LITCHFIELD PARK,AZ,33.5050615,-112.3450402,13,4,Maricopa County,0,0
189,0,0,1,0,0,"1120 W SR 89A, SUITE B4",86336,SEDONA,AZ,34.86261919,-111.7824764,25,4,Yavapai County,0,0
190,1,0,0,2,0,"1120 W STATE ROUTE 89A,SUITE A3",86336,SEDONA,AZ,34.86261919,-111.7824764,25,4,Yavapai County,0,0
191,0,0,1,0,0,11204 N PHEASANT PLAZA,85268,FOUNTAIN HILLS,AZ,33.5884248,-111.716899,13,4,Maricopa County,0,0
192,1,0,0,2,0,1122 W. ORIOLE WAY,85286,CHANDLER,AZ,33.2686534,-111.8604114,13,4,Maricopa County,0,0
193,1,0,0,2,0,11222 N 55TH ST.,85254,SCOTTSDALE,AZ,33.5890456,-111.96251140000001,13,4,Maricopa County,0,0
194,2,0,0,4,0,11224 N 93RD AVE,85345,PEORIA,AZ,33.58601452,-112.259409,13,4,Maricopa County,0,0
195,1,0,0,2,0,11227 E. APPALOOSA PL.,85259,SCOTTSDALE,AZ,33.5741588,-111.83884180000001,13,4,Maricopa County,0,0
196,1,0,0,2,0,"11230 N. TATUM BLVD., STE 103",85028,PHOENIX,AZ,33.588706200000004,-111.9786815,13,4,Maricopa County,0,0
197,1,0,0,2,0,11231 COMMERCIAL CENTER LOOP #105,85367,YUMA,AZ,32.67168981,-114.44147520000001,27,4,Yuma County,0,0
198,1,0,0,2,0,11235 E OBERLIN WAY,85262,SCOTTSDALE,AZ,33.7362571,-111.83980700000001,13,4,Maricopa County,0,0
199,1,0,0,2,0,1125 E SAN REMO AVENUE,85234,GILBERT,AZ,33.3685365,-111.766475,13,4,Maricopa County,0,0
200,1,0,0,2,0,11293 N ADOBE VILLAGE PLACE,85658,MARANA,AZ,32.4116034,-111.0610053,19,4,Pima County,0,0
201,1,0,0,2,0,1130 COUNTRY CLUB DR.,85210,MESA,AZ,33.3947159,-111.8404206,13,4,Maricopa County,0,0
202,0,0,1,0,0,11303 E. BROADWAY,85748,TUCSON,AZ,32.222595500000004,-110.75135590000001,19,4,Pima County,0,0
203,0,0,1,0,0,"11333 N. SCOTTSDALE RD., STE 250",85254,SCOTTSDALE,AZ,33.5888292,-111.92543429999999,13,4,Maricopa County,0,0
204,0,0,1,0,0,1134 W CULVER ST,85007,PHOENIX,AZ,33.46301547,-112.0885113,13,4,Maricopa County,0,0
205,1,0,0,2,0,1134 W. SHOAL CREEK LANE,85737,TUCSON,AZ,32.3914987,-110.9901756,19,4,Pima County,0,0
206,1,0,0,2,0,11350 W. ROSEWOOD DR,85392,AVONDALE,AZ,33.4909321,-112.30460409999999,13,4,Maricopa County,0,0
207,1,0,0,2,0,11416 N VISTA RANCH PL,85658,MARANA,AZ,32.4135517,-111.04934159999999,19,4,Pima County,0,0
208,1,0,0,2,0,11417 EAST SONRISA AVENUE,85212,MESA,AZ,33.3304439,-111.58738829999999,13,4,Maricopa County,0,0
209,1,0,0,2,0,11420 S CIENEGA PARK PL,85641,VAIL,AZ,32.0459132,-110.69944540000002,19,4,Pima County,0,0
210,0,0,1,0,0,1143 RIATA VALLEY RD.,86409,KINGMAN,AZ,35.22993820000001,-114.03823840000001,15,4,Mohave County,0,0
211,1,0,0,2,0,11445 E VIA LINDA #2-180,85259,SCOTTSDALE,AZ,33.5892677,-111.8350253,13,4,Maricopa County,0,0
212,0,0,1,0,0,11451 E SWEETWATER AVE,85259,SCOTTSDALE,AZ,33.6041131,-111.833955,13,4,Maricopa County,0,0
213,1,0,0,2,0,1146 W STATE ROUTE 89A  #A,86336,SEDONA,AZ,34.86263169,-111.7825789,25,4,Yavapai County,0,0
214,1,0,0,2,0,1146 W STATE ROUTE 89A  #C-1,86336,SEDONA,AZ,34.89426961,-111.8742945,25,4,Yavapai County,0,0
215,1,0,0,2,0,11461 E. CALLE DEL RINCON,85749,TUCSON,AZ,32.26746905,-110.7473219,19,4,Pima County,0,0
216,1,0,0,2,0,11487 FOOTHILLS BLVD,85367,YUMA,AZ,32.663359299999996,-114.409172,27,4,Yuma County,0,0
217,1,0,0,2,0,1150 E GLENDALE AVE,85020,PHOENIX,AZ,33.5384467,-112.05657749999999,13,4,Maricopa County,0,0
218,1,0,0,2,0,11534 E. REUBEN AVE.,85212,MESA,AZ,33.3439572,-111.584698,13,4,Maricopa County,0,0
219,1,0,0,2,0,1155 WEST ELLIOT RD #3113,85284,TEMPE,AZ,33.346838500000004,-111.9563497,13,4,Maricopa County,0,0
220,1,0,0,2,0,11550 IRVINGTON RD.,85747,TUCSON,AZ,32.161733,-110.74509499999999,19,4,Pima County,0,0
221,2,0,0,4,0,1160 DEERFIELD RD,86303,PRESCOTT,AZ,34.5226561,-112.477405,25,4,Yavapai County,0,0
222,1,0,0,2,0,1160 N PANTANO RD,85715,TUCSON,AZ,32.2365245,-110.82357730000001,19,4,Pima County,0,0
223,1,0,0,2,0,11601 W POINSETTIA DR,85335,EL MIRAGE,AZ,33.5915198,-112.3115351,13,4,Maricopa County,0,0
224,1,0,0,2,0,11617 E ONYX AVE,85259,SCOTTSDALE,AZ,33.5778635,-111.829904,13,4,Maricopa County,0,0
225,1,0,0,2,0,11650 W HACKBARTH DR,85363,YOUNGTOWN,AZ,33.57816916,-112.3105797,13,4,Maricopa County,0,0
226,1,0,0,2,0,1168 N. BLACKSTONE DR.,85224,CHANDLER,AZ,33.3228094,-111.88740259999999,13,4,Maricopa County,0,0
227,1,0,0,2,0,11681 E. SPEEDWAY BLVD.,85748,TUCSON,AZ,32.236705699999995,-110.74234409999998,19,4,Pima County,0,0
228,1,0,0,2,0,1170 N GILBERT RD  #125,85234,GILBERT,AZ,33.3708208,-111.79076909999999,13,4,Maricopa County,0,0
229,1,0,0,2,0,1170 W. SHOAL CREEK LN,85737,ORO VALLEY,AZ,32.3904474,-110.9909013,19,4,Pima County,0,0
230,1,0,0,2,0,1174 S. PORTER CT.,85296,GILBERT,AZ,33.3288493,-111.7698686,13,4,Maricopa County,0,0
231,0,1,0,0,2,11747 N 134TH ST,85259,SCOTTSDALE,AZ,33.5928245,-111.7908544,13,4,Maricopa County,0,0
232,1,0,0,2,0,11801 WEST PARADISE DR,85335,EL MIRAGE,AZ,33.5929777,-112.31388500000001,13,4,Maricopa County,0,0
233,1,0,0,2,0,11861 N. 113TH WAY,85259,SCOTTSDALE,AZ,33.59392879999999,-111.83446869999999,13,4,Maricopa County,0,0
234,1,0,0,2,0,11866 N 143RD AVE,85379,SURPRISE,AZ,33.5918619,-112.3686033,13,4,Maricopa County,0,0
235,0,0,1,0,0,1187 E. COTTONWOOD LANE STE A,85122,CASA GRANDE,AZ,32.89399109,-111.7368791,21,4,Pinal County,0,0
236,0,0,1,0,0,11875 N 110TH WAY,85259,SCOTTSDALE,AZ,33.5936284,-111.8425551,13,4,Maricopa County,0,0
237,0,0,1,0,0,11900 N LA CANADA DR #68997,85737,TUCSON,AZ,32.41404498,-110.9466676,19,4,Pima County,0,0
238,1,0,0,2,0,11917 W. MELINDA LN,85373,SUN CITY,AZ,33.6805717,-112.3172157,13,4,Maricopa County,0,0
239,1,0,0,2,0,11936 N. TEVY TRAIL,86315,PRESCOTT VALLEY,AZ,34.70341848,-112.2701993,25,4,Yavapai County,0,0
240,1,0,0,2,0,11948 N. 143RD AVE.,85379,SURPRISE,AZ,33.5922886,-112.3686071,13,4,Maricopa County,0,0
241,1,0,0,2,0,"120 E. MAIN ST., STE B",85541,PAYSON,AZ,34.2305029,-111.3237541,7,4,Gila County,0,0
242,1,0,0,2,0,"120 NORTHVIEW ROAD,SUITE #2",86336,SEDONA,AZ,34.86314363,-111.7905915,25,4,Yavapai County,0,0
243,1,0,0,2,0,120 W. VISTA AVE.,85021,PHOENIX,AZ,33.5467399,-112.0767048,13,4,Maricopa County,0,0
244,2,0,0,4,0,1200 GAIL GARDNER WAY,86305,PRESCOTT,AZ,34.564066100000005,-112.48870790000001,25,4,Yavapai County,0,0
245,1,0,0,2,0,"1200 N EL DORADO PLACE,SUITE 320",85715,TUCSON,AZ,32.2380246,-110.85703319999999,19,4,Pima County,0,0
246,0,0,1,0,0,"1200 N. EL DORADO PL., STE E-510",85715,TUCSON,AZ,32.2380246,-110.85703319999999,19,4,Pima County,0,0
247,0,0,1,0,0,1200 W. WARNER RD. STE. 1,85224,CHANDLER,AZ,33.3357927,-111.86177240000002,13,4,Maricopa County,0,0
248,0,0,1,0,0,1200 W. WARNER RD. STE. 7,85224,CHANDLER,AZ,33.3357927,-111.86177240000002,13,4,Maricopa County,0,0
249,1,0,0,2,0,1200 W. WARNER STE 12,85224,CHANDLER,AZ,33.3357927,-111.86177240000002,13,4,Maricopa County,0,0
250,0,0,1,0,0,"1200 WEST WARNER RD,BUILDING A, SUITE 3",85224,CHANDLER,AZ,33.3357927,-111.86177240000002,13,4,Maricopa County,0,0
251,1,0,0,2,0,"12005 N TATUM BLVD.,#105",85028,PHOENIX,AZ,33.595828499999996,-111.9804213,13,4,Maricopa County,0,0
252,1,0,0,2,0,12008 S MONTEZUMA CT,85044,PHOENIX,AZ,33.33714742,-112.0126011,13,4,Maricopa County,0,0
253,0,1,0,0,2,"1201 COLOMBO AVE, APT. 5103",85635,SIERRA VISTA,AZ,31.56818246,-110.24892779999999,3,4,Cochise County,0,0
254,1,0,0,2,0,"12010 S. WARNER ELLIOT LOOP, STE 1A",85044,PHOENIX,AZ,33.33804069,-111.9941865,13,4,Maricopa County,0,0
255,0,0,1,0,0,12010 S. WARNER-ELLIOT LP. SUITE 2,85044,PHOENIX,AZ,33.34120392,-111.99399640000001,13,4,Maricopa County,0,0
256,2,0,0,4,0,1205 F AVENUE,85607,DOUGLAS,AZ,31.34658027,-109.55285190000001,3,4,Cochise County,0,0
257,1,0,0,2,0,12063 E. DOMNITCH DRIVE,85641,VAIL,AZ,32.0661045,-110.73585359999998,19,4,Pima County,0,0
258,1,0,0,2,0,12080 N. DOVE MOUNTAIN BLVD. SUITE 140,85658,MARANA,AZ,32.426390399999995,-111.0771346,19,4,Pima County,0,0
259,1,0,0,2,0,1210 S ALMAR CIRCLE,85204,MESA,AZ,33.3931059,-111.7605808,13,4,Maricopa County,0,0
260,1,0,0,2,0,12121 E POT O GOLD TRL.,85132,FLORENCE,AZ,33.1360398,-111.4356705,21,4,Pinal County,0,0
261,1,0,0,2,0,1213 N. PEBBLEBEACH DRIVE,85234,GILBERT,AZ,33.3727113,-111.75998490000002,13,4,Maricopa County,0,0
262,1,0,0,2,0,12134 W VILLA HERMOSA CT,85373,SUN CITY,AZ,33.69556779999999,-112.3223527,13,4,Maricopa County,0,0
263,1,0,0,2,0,12162 N RANCHO VISTOSO BLVD #140,85755,ORO VALLEY,AZ,32.4267094,-110.96137959999999,19,4,Pima County,0,0
264,0,0,1,0,0,"1220 S HIGLEY ROAD,SUITE 206",85206,MESA,AZ,33.3926204,-111.7196462,13,4,Maricopa County,0,0
265,1,0,0,2,0,1221 E. LE MARCHE AVE,85022,PHOENIX,AZ,33.632236,-112.05583130000001,13,4,Maricopa County,0,0
266,1,0,0,2,0,"12212 PARADISE VILLAGE PKWY S,132C",85032,PHOENIX,AZ,33.596900500000004,-111.98799509999999,13,4,Maricopa County,0,0
267,1,0,0,2,0,1222 E MISSOURI AVE  #201,85014,PHOENIX,AZ,33.516741700000004,-112.0552697,13,4,Maricopa County,0,0
268,1,0,0,2,0,1227 WILLOW CREEK ROAD,86301,PRESCOTT,AZ,34.5666204,-112.4812082,25,4,Yavapai County,0,0
269,1,0,0,2,0,12281 N 120TH STREET,85259,SCOTTSDALE,AZ,33.597148499999996,-111.8218693,13,4,Maricopa County,0,0
270,0,0,1,0,0,1229 N RENEE AVE.,85234,GILBERT,AZ,33.3728631,-111.6893804,13,4,Maricopa County,0,0
271,1,0,0,2,0,1229 WILLOW CREEK RD,86301,PRESCOTT,AZ,34.5668087,-112.4812409,25,4,Yavapai County,0,0
272,1,0,0,2,0,12291 N KYLENE CANYON DR,85755,ORO VALLEY,AZ,32.4292631,-110.97260449999999,19,4,Pima County,0,0
273,1,0,0,2,0,"123 S. ALMA SCHOOL,#1054",85224,CHANDLER,AZ,33.30238048,-111.85884679999998,13,4,Maricopa County,0,0
274,1,0,0,2,0,1231 W. MARINA DRIVE,85248,CHANDLER,AZ,33.2552547,-111.8632801,13,4,Maricopa County,0,0
275,1,0,0,2,0,"12320 N 32ND ST,SUITE #2",85032,PHOENIX,AZ,33.598775,-112.01370179999999,13,4,Maricopa County,0,0
276,1,0,0,2,0,"12320 N. 32ND ST., STE 1",85032,PHOENIX,AZ,33.598775,-112.01370179999999,13,4,Maricopa County,0,0
277,1,0,0,2,0,12325 E SUTTER MILL,85749,TUCSON,AZ,32.28947135,-110.73171979999998,19,4,Pima County,0,0
278,1,0,0,2,0,1236 E FRY BLVD,85635,SIERRA VISTA,AZ,31.554548200000003,-110.2842153,3,4,Cochise County,0,0
279,1,0,0,2,0,12367 W. HADLEY ST.,85323,AVONDALE,AZ,33.43755697,-112.32586609999998,13,4,Maricopa County,0,0
280,1,0,0,2,0,1237 E. ARROWHEAD TRAIL,85297,GILBERT,AZ,33.266117699999995,-111.7633114,13,4,Maricopa County,0,0
281,1,0,0,2,0,12375 N. LOST SHADOW CT.,85658,MARANA,AZ,32.431384200000004,-111.07158600000001,19,4,Pima County,0,0
282,1,0,0,2,0,1238 E CHANDLER BLVD  #101,85048,PHOENIX,AZ,33.30616909,-112.0554018,13,4,Maricopa County,0,0
283,1,0,0,2,0,"1238 W ORANGE GROVE RD,SUITE 102",85704,TUCSON,AZ,32.3237557,-110.99174199999999,19,4,Pima County,0,0
284,1,0,0,2,0,12402 N. ECHO VALLEY DR.,85755,ORO VALLEY,AZ,32.4315161,-110.9656017,19,4,Pima County,0,0
285,1,0,0,2,0,1241 W. CHICAGO ST.,85224,CHANDLER,AZ,33.300064500000005,-111.8635828,13,4,Maricopa County,0,0
286,1,0,0,2,0,1244 N GREENFIELD ROAD STE 103,85205,MESA,AZ,33.4382891,-111.73676270000001,13,4,Maricopa County,0,0
287,1,0,0,2,0,"1244 N. GREENFIELD RD., STE 105",85205,MESA,AZ,33.4382891,-111.73676270000001,13,4,Maricopa County,0,0
288,1,0,0,2,0,12459 N 57TH DRIVE,85304,GLENDALE,AZ,33.599701399999994,-112.1820043,13,4,Maricopa County,0,0
289,1,0,0,2,0,12460 W LINDBERGH DR,85383,PEORIA,AZ,33.7470737,-112.3293068,13,4,Maricopa County,0,0
290,1,0,0,2,0,"12470 N RANCHO VISTOSO BLVD,SUITE 100",85755,ORO VALLEY,AZ,32.4327962,-110.96689340000002,19,4,Pima County,0,0
291,1,0,0,2,0,12480 N RANCHO VISTOSO BLVD #150,85755,ORO VALLEY,AZ,32.433275099999996,-110.96634569999999,19,4,Pima County,0,0
292,1,0,0,2,0,125 N 22ND PLACE #66,85213,MESA,AZ,33.418939,-111.7817693,13,4,Maricopa County,0,0
293,1,0,0,2,0,1250 S RAILTO #45,85209,MESA,AZ,33.3925439,-111.6276467,13,4,Maricopa County,0,0
294,1,0,0,2,0,12511 E. COCHISE DR.,85259,SCOTTSDALE,AZ,33.5800527,-111.81037549999999,13,4,Maricopa County,0,0
295,1,0,0,2,0,12529 N BARBADENSE DR,85653,MARANA,AZ,32.434157899999995,-111.20299550000001,19,4,Pima County,0,0
296,1,0,0,2,0,12540 N WIND RUNNER PWY,85658,MARANA,AZ,32.4336723,-111.03806540000001,19,4,Pima County,0,0
297,1,0,0,2,0,1259 N. POWER RD. STE 2,85205,MESA,AZ,33.438328399999996,-111.68398700000002,13,4,Maricopa County,0,0
298,1,0,0,2,0,"1259 NORTH POWER RD,SUITE 2",85205,MESA,AZ,33.438328399999996,-111.68398700000002,13,4,Maricopa County,0,0
299,1,0,0,2,0,12597 N. LA CHOLLA BLVD,85755,TUCSON,AZ,32.43502991,-111.01249270000001,19,4,Pima County,0,0
300,1,0,0,2,0,126 W. DESERT HILLS DR.,85086,PHOENIX,AZ,33.844026,-112.0771115,13,4,Maricopa County,0,0
301,1,0,0,2,0,12630 N. 64TH AVE,85304,GLENDALE,AZ,33.6017428,-112.1974364,13,4,Maricopa County,0,0
302,1,0,0,2,0,12637 N ZIRCON LN,85755,TUCSON,AZ,32.4351567,-110.9987305,19,4,Pima County,0,0
303,1,0,0,2,0,1264 ALAMEDA AVE,85546,SAFFORD,AZ,32.82514496,-109.73399920000001,9,4,Graham County,0,0
304,1,0,0,2,0,12641 N 65TH PLACE,85254,SCOTTSDALE,AZ,33.6021102,-111.9395121,13,4,Maricopa County,0,0
305,1,0,0,2,0,12678 N YELLOW BIRD RD,85755,ORO VALLEY,AZ,32.436040500000004,-110.98707649999999,19,4,Pima County,0,0
306,1,0,0,2,0,1270 W. SILVERLAKE RD,85713,TUCSON,AZ,32.200421500000004,-110.99200259999998,19,4,Pima County,0,0
307,1,0,0,2,0,1271 BASELINE RD,86442,BULLHEAD CITY,AZ,35.1159161,-114.6032239,15,4,Mohave County,0,0
308,1,0,0,2,0,1277 E MISSOURI AVE #111,85014,PHOENIX,AZ,33.5160026,-112.0546565,13,4,Maricopa County,0,0
309,1,0,0,2,0,1277 E MISSOURI AVE SUITE 217,85014,PHOENIX,AZ,33.5160026,-112.0546565,13,4,Maricopa County,0,0
310,0,0,1,0,0,"1277 E MISSOURI AVE,STE 202",85014,PHOENIX,AZ,33.5160026,-112.0546565,13,4,Maricopa County,0,0
311,1,0,0,2,0,"1277 E MISSOURI AVE,SUITE 102",85014,PHOENIX,AZ,33.5160026,-112.0546565,13,4,Maricopa County,0,0
312,1,0,0,2,0,"1277 E MISSOURI AVE., STE 217",85014,PHOENIX,AZ,33.5160026,-112.0546565,13,4,Maricopa County,0,0
313,1,0,0,2,0,"1277 E. MISSOURI  AVE., STE 205",85014,PHOENIX,AZ,33.5160026,-112.0546565,13,4,Maricopa County,0,0
314,1,0,0,2,0,"1277 E. MISSOURI AVE, STE 205",85014,PHOENIX,AZ,33.5160026,-112.0546565,13,4,Maricopa County,0,0
315,1,0,0,2,0,"1277 E. MISSOURI AVE., STE 108",85014,PHOENIX,AZ,33.5160026,-112.0546565,13,4,Maricopa County,0,0
316,1,0,0,2,0,12817 E MORENO ST,86327,DEWEY,AZ,34.55066834,-112.2411773,25,4,Yavapai County,0,0
317,1,0,0,2,0,12819 E. APPALOOSA PLACE,85259,SCOTTSDALE,AZ,33.574065999999995,-111.8045446,13,4,Maricopa County,0,0
318,1,0,0,2,0,12852 N. BASS CANYON DR.,85658,MARANA,AZ,32.4400885,-111.07130359999998,19,4,Pima County,0,0
319,1,0,0,2,0,12860 W VIA CABALLO BLANCO DR,85383,PEORIA,AZ,33.7692476,-112.33797859999999,13,4,Maricopa County,0,0
320,1,0,0,2,0,12880 N. INDIAN PALMS DR.,85755,ORO VALLEY,AZ,32.439881400000004,-110.98847340000002,19,4,Pima County,0,0
321,1,0,0,2,0,12914 N. 119TH STREET,85259,SCOTTSDALE,AZ,33.603495,-111.8266124,13,4,Maricopa County,0,0
322,1,0,0,2,0,12930 E DOUGLAS CAMP SPRING DR,85641,VAIL,AZ,32.0559184,-110.7183101,19,4,Pima County,0,0
323,1,0,0,2,0,12930 N TOPANGA DR,85755,ORO VALLEY,AZ,32.44071160000001,-110.98781869999999,19,4,Pima County,0,0
324,1,0,0,2,0,12998 E CORRINE DR,85259,SCOTTSDALE,AZ,33.6034461,-111.80038429999999,13,4,Maricopa County,0,0
325,1,0,0,2,0,130 GRANITE MOUNTAIN RD,86351,SEDONA,AZ,34.78733009,-111.741492,25,4,Yavapai County,0,0
326,1,0,0,2,0,1300 N MCCLINTOCK DR  #D-11,85226,CHANDLER,AZ,33.325283500000005,-111.911878,13,4,Maricopa County,0,0
327,0,0,1,0,0,1300 N MCCLINTOCK DR STE B2,85226,CHANDLER,AZ,33.325283500000005,-111.911878,13,4,Maricopa County,0,0
328,0,0,1,0,0,"1300 N MCCLINTOCK DR,STE B-2",85226,CHANDLER,AZ,33.325283500000005,-111.911878,13,4,Maricopa County,0,0
329,1,0,0,2,0,"1300 S WATSON RD,SUITE A-100",85326,BUCKEYE,AZ,33.435139899999996,-112.5585912,13,4,Maricopa County,0,0
330,1,0,0,2,0,"13000 N. 103RD AVE., STE 62",85351,SUN CITY,AZ,33.60195475,-112.28134709999999,13,4,Maricopa County,0,0
331,1,0,0,2,0,"13000 W INDIAN SCHOOL RD.,SUITE A7",85340,LITCHFIELD PARK,AZ,33.50983932,-112.4135148,13,4,Maricopa County,0,0
332,1,0,0,2,0,"13000 W. INDIAN SCHOOL RD.,SUITE A-7",85340,LITCHFIELD PARK,AZ,33.50983932,-112.4135148,13,4,Maricopa County,0,0
333,1,0,0,2,0,13005 W LLANO DR,85340,LITCHFIELD PARK,AZ,33.499048699999996,-112.3392088,13,4,Maricopa County,0,0
334,1,0,0,2,0,13027 N. 17TH PLACE,85022,PHOENIX,AZ,33.605624799999994,-112.0446315,13,4,Maricopa County,0,0
335,0,0,1,0,0,13038 E. CORRINE DR.,85259,SCOTTSDALE,AZ,33.603707899999996,-111.7994882,13,4,Maricopa County,0,0
336,1,0,0,2,0,1304 N. EUCLID AVE.,85719,TUCSON,AZ,32.2387396,-110.9592101,19,4,Pima County,0,0
337,1,0,0,2,0,13046 W RED FOX RD,85383,PEORIA,AZ,33.738205799999996,-112.34102309999999,13,4,Maricopa County,0,0
338,1,0,0,2,0,1305 E JULIE DRIVE,85283,TEMPE,AZ,33.3675941,-111.9174789,13,4,Maricopa County,0,0
339,1,0,0,2,0,13050 E. SADDLEHORN TRAIL,85259,SCOTTSDALE,AZ,33.57290379999999,-111.79954860000001,13,4,Maricopa County,0,0
340,1,0,0,2,0,13055 W MCDOWELL RD G-103,85392,AVONDALE,AZ,33.46334771,-112.33721229999999,13,4,Maricopa County,0,0
341,1,0,0,2,0,"13065 W MCDOWELL RD,SUITE B-101",85392,AVONDALE,AZ,33.46416619,-112.3402712,13,4,Maricopa County,0,0
342,1,0,0,2,0,13070 N 90TH PL,85260,SCOTTSDALE,AZ,33.60482879999999,-111.88675970000001,13,4,Maricopa County,0,0
343,1,0,0,2,0,13124 N 94TH PLACE,85260,SCOTTSDALE,AZ,33.605341100000004,-111.8772361,13,4,Maricopa County,0,0
344,1,0,0,2,0,13138 E JENAN DR,85259,SCOTTSDALE,AZ,33.5936951,-111.79741709999999,13,4,Maricopa County,0,0
345,1,0,0,2,0,1316 W GURLEY ST,86305,PRESCOTT,AZ,34.5438847,-112.4907075,25,4,Yavapai County,0,0
346,1,0,0,2,0,1319 W. FRIER DR.,85021,PHOENIX,AZ,33.548494399999996,-112.0898128,13,4,Maricopa County,0,0
347,0,0,2,0,0,1320 W INA,85704,TUCSON,AZ,32.3376043,-110.9947027,19,4,Pima County,0,0
348,1,0,0,2,0,13202 SOUTH 34TH WAY,85044,PHOENIX,AZ,33.3257776,-112.01111259999999,13,4,Maricopa County,0,0
349,1,0,0,2,0,13203 N 103RD AVE  #H-1,85351,SUN CITY,AZ,33.60308106,-112.281155,13,4,Maricopa County,0,0
350,1,0,0,2,0,"13203 NORTH 103RD AVE,SUITE G1",85351,SUN CITY,AZ,33.60308106,-112.281155,13,4,Maricopa County,0,0
351,1,0,0,2,0,13225 N 100TH PLACE,85260,SCOTTSDALE,AZ,33.6062963,-111.8645226,13,4,Maricopa County,0,0
352,1,0,0,2,0,13227 N 3RD PL,85022,PHOENIX,AZ,33.6067093,-112.06875690000001,13,4,Maricopa County,0,0
353,1,0,0,2,0,1323 E SARAGOSA ST,85225,CHANDLER,AZ,33.2948345,-111.8190895,13,4,Maricopa County,0,0
354,0,0,1,0,0,1325 W 16TH ST  #1,85364,YUMA,AZ,32.6981898,-114.6359195,27,4,Yuma County,0,0
355,0,0,1,0,0,13260 N 94TH DR  #410,85381,PEORIA,AZ,33.604480200000005,-112.26329040000002,13,4,Maricopa County,0,0
356,1,0,0,2,0,1327 S. NIELSON ST.,85296,GILBERT,AZ,33.326107799999996,-111.7644993,13,4,Maricopa County,0,0
357,0,0,1,0,0,1328 N ACACIA CLIFFS CT,85745,TUCSON,AZ,32.2374722,-111.0662155,19,4,Pima County,0,0
358,1,0,0,2,0,"1331 N SWAN RD, SUITE 101",85712,TUCSON,AZ,32.2396469,-110.8929598,19,4,Pima County,0,0
359,1,0,0,2,0,13330 E CAMINO LA CEBADILLA,85749,TUCSON,AZ,32.2442062,-110.70718870000002,19,4,Pima County,0,0
360,0,0,1,0,0,13360 N 94TH DR  #C,85381,PEORIA,AZ,33.605686799999994,-112.2631415,13,4,Maricopa County,0,0
361,1,0,0,2,0,13370 E. DEL TIMBRE DR,85259,SCOTTSDALE,AZ,33.57222547,-111.792409,13,4,Maricopa County,0,0
362,1,0,0,2,0,13375 W. GRAND AVE. SUITE 109,85374,SURPRISE,AZ,33.6370075,-112.3504366,13,4,Maricopa County,0,0
363,0,0,1,0,0,1338 EAST MYRNA LANE,85284,TEMPE,AZ,33.329676,-111.9177966,13,4,Maricopa County,0,0
364,1,0,0,2,0,134 N 1000 W,85543,PIMA,AZ,32.89879802,-109.84798529999999,9,4,Graham County,0,0
365,1,0,0,2,0,"13402 N SCOTTSDALE RD,SUITE A-110",85254,SCOTTSDALE,AZ,33.6082381,-111.92739650000001,13,4,Maricopa County,0,0
366,1,0,0,2,0,"13440 N 44TH STREET,APT 3088",85032,PHOENIX,AZ,33.60786234,-111.98664299999999,13,4,Maricopa County,0,0
367,1,0,0,2,0,13470 N 83RD AVE SUITE 100,85381,PEORIA,AZ,33.6073441,-112.23833629999999,13,4,Maricopa County,0,0
368,1,0,0,2,0,13470 N. 83RD AVE. SUITE 200,85381,PEORIA,AZ,33.6073441,-112.23833629999999,13,4,Maricopa County,0,0
369,1,0,0,2,0,"13470 N. 83RD AVE., STE 100",85381,PEORIA,AZ,33.6073441,-112.23833629999999,13,4,Maricopa County,0,0
370,1,0,0,2,0,1348 EAST RUTH AVENUE,85020,PHOENIX,AZ,33.5636636,-112.05275959999999,13,4,Maricopa County,0,0
371,1,0,0,2,0,1348 W WAYNE CT,85086,ANTHEM,AZ,33.8583696,-112.09037520000001,13,4,Maricopa County,0,0
372,1,0,0,2,0,13495 E. GOLD DUST AVENUE,85259,SCOTTSDALE,AZ,33.578602000000004,-111.78979779999999,13,4,Maricopa County,0,0
373,1,0,0,2,0,"1350 S ELLSWORTH RD,APT 1136",85209,MESA,AZ,33.390016700000004,-111.6330854,13,4,Maricopa County,0,0
374,1,0,0,2,0,13540 W. CAMINO DEL SOL #6,85375,SUN CITY WEST,AZ,33.65556054,-112.3529832,13,4,Maricopa County,0,0
375,0,0,1,0,0,1355 S HIGLEY RD #105,85296,GILBERT,AZ,33.325699199999995,-111.7205632,13,4,Maricopa County,0,0
376,1,0,0,2,0,1355 S HIGLEY RD SUITE 119,85296,GILBERT,AZ,33.325699199999995,-111.7205632,13,4,Maricopa County,0,0
377,1,0,0,2,0,"1355 S HIGLEY RD,SUITE 110",85296,GILBERT,AZ,33.325699199999995,-111.7205632,13,4,Maricopa County,0,0
378,1,0,0,2,0,"1355 S HIGLEY RD,SUITE 114",85296,GILBERT,AZ,33.325699199999995,-111.7205632,13,4,Maricopa County,0,0
